Year,Tow#,Sample.ID,Otolith.ID,MQ.code,ID.checked,Greater.than.three.specimens,correct ID (from phylogenetic tree),Comment
2022,18,2022_18_202_1,Tarletonbeania crenularis,T.crenularis_2022_T18_1,Yes,Yes,,
2022,18,2022_18_202_10,Tarletonbeania crenularis,T.crenularis_2022_T18_10,Yes,Yes,,
2022,18,2022_18_202_2,Tarletonbeania crenularis,T.crenularis_2022_T18_2,Yes,Yes,,
2022,18,2022_18_202_3,Tarletonbeania crenularis,T.crenularis_2022_T18_3,Yes,Yes,,
2022,18,2022_18_202_4,Tarletonbeania crenularis,T.crenularis_2022_T18_4,Yes,Yes,,
2022,18,2022_18_202_5,Tarletonbeania crenularis,T.crenularis_2022_T18_5,Yes,Yes,,
2022,18,2022_18_202_6,Tarletonbeania crenularis,T.crenularis_2022_T18_6,Yes,Yes,,
2022,18,2022_18_202_7,Tarletonbeania crenularis,T.crenularis_2022_T18_7,Yes,Yes,,
2022,18,2022_18_202_8,Tarletonbeania crenularis,T.crenularis_2022_T18_8,Yes,Yes,,
2022,18,2022_18_202_9,Tarletonbeania crenularis,T.crenularis_2022_T18_9,Yes,Yes,,
2022,21,2022_21_202_1,Tarletonbeania crenularis,T.crenularis_2022_T21_1,Yes,Yes,,
2022,21,2022_21_202_10,Tarletonbeania crenularis,T.crenularis_2022_T21_10,Yes,Yes,,
2022,21,2022_21_202_2,Tarletonbeania crenularis,T.crenularis_2022_T21_2,Yes,Yes,,
2022,21,2022_21_202_3,Tarletonbeania crenularis,T.crenularis_2022_T21_3,Yes,Yes,,
2022,21,2022_21_202_4,Tarletonbeania crenularis,T.crenularis_2022_T21_4,Yes,Yes,,
2022,21,2022_21_202_5,Tarletonbeania crenularis,T.crenularis_2022_T21_5,Yes,Yes,,
2022,21,2022_21_202_6,Tarletonbeania crenularis,T.crenularis_2022_T21_6,Yes,Yes,,
2022,21,2022_21_202_7,Tarletonbeania crenularis,T.crenularis_2022_T21_7,Yes,Yes,,
2022,21,2022_21_202_8,Tarletonbeania crenularis,T.crenularis_2022_T21_8,Yes,Yes,,
2022,21,2022_21_202_9,Tarletonbeania crenularis,T.crenularis_2022_T21_9,Yes,Yes,,
2021,MQ,MQ_202_1,Tarletonbeania crenularis,T.crenularis_2021_MQ_1,No,NA,,I don't think any of these MQ_202 were barcoded
2021,MQ,MQ_202_10,Tarletonbeania crenularis,T.crenularis_2021_MQ_10,No,NA,,
2021,MQ,MQ_202_11,Tarletonbeania crenularis,T.crenularis_2021_MQ_11,No,NA,,
2021,MQ,MQ_202_12,Tarletonbeania crenularis,T.crenularis_2021_MQ_12,No,NA,,
2021,MQ,MQ_202_13,Tarletonbeania crenularis,T.crenularis_2021_MQ_13,No,NA,,
2021,MQ,MQ_202_14,Tarletonbeania crenularis,T.crenularis_2021_MQ_14,No,NA,,
2021,MQ,MQ_202_15,Tarletonbeania crenularis,T.crenularis_2021_MQ_15,No,NA,,
2021,MQ,MQ_202_16,Tarletonbeania crenularis,T.crenularis_2021_MQ_16,No,NA,,
2021,MQ,MQ_202_17,Tarletonbeania crenularis,T.crenularis_2021_MQ_17,No,NA,,
2021,MQ,MQ_202_18,Tarletonbeania crenularis,T.crenularis_2021_MQ_18,No,NA,,
2021,MQ,MQ_202_19,Tarletonbeania crenularis,T.crenularis_2021_MQ_19,No,NA,,
2021,MQ,MQ_202_2,Tarletonbeania crenularis,T.crenularis_2021_MQ_2,No,NA,,
2021,MQ,MQ_202_20,Tarletonbeania crenularis,T.crenularis_2021_MQ_20,No,NA,,
2021,MQ,MQ_202_21,Tarletonbeania crenularis,T.crenularis_2021_MQ_21,No,NA,,
2021,MQ,MQ_202_22,Tarletonbeania crenularis,T.crenularis_2021_MQ_22,No,NA,,
2021,MQ,MQ_202_23,Tarletonbeania crenularis,T.crenularis_2021_MQ_23,No,NA,,
2021,MQ,MQ_202_24,Tarletonbeania crenularis,T.crenularis_2021_MQ_24,No,NA,,
2021,MQ,MQ_202_25,Tarletonbeania crenularis,T.crenularis_2021_MQ_25,No,NA,,
2021,MQ,MQ_202_26,Tarletonbeania crenularis,T.crenularis_2021_MQ_26,No,NA,,
2021,MQ,MQ_202_27,Tarletonbeania crenularis,T.crenularis_2021_MQ_27,No,NA,,
2021,MQ,MQ_202_28,Tarletonbeania crenularis,T.crenularis_2021_MQ_28,No,NA,,
2021,MQ,MQ_202_29,Tarletonbeania crenularis,T.crenularis_2021_MQ_29,No,NA,,
2021,MQ,MQ_202_3,Tarletonbeania crenularis,T.crenularis_2021_MQ_3,No,NA,,
2021,MQ,MQ_202_30,Tarletonbeania crenularis,T.crenularis_2021_MQ_30,No,NA,,
2021,MQ,MQ_202_4,Tarletonbeania crenularis,T.crenularis_2021_MQ_4,No,NA,,
2021,MQ,MQ_202_5,Tarletonbeania crenularis,T.crenularis_2021_MQ_5,No,NA,,
2021,MQ,MQ_202_6,Tarletonbeania crenularis,T.crenularis_2021_MQ_6,No,NA,,
2021,MQ,MQ_202_7,Tarletonbeania crenularis,T.crenularis_2021_MQ_7,No,NA,,
2021,MQ,MQ_202_8,Tarletonbeania crenularis,T.crenularis_2021_MQ_8,No,NA,,
2021,MQ,MQ_202_9,Tarletonbeania crenularis,T.crenularis_2021_MQ_9,No,NA,,
